epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
46,0.504443,0.471678,0.629940,0.669985,0.633495,0.710937,0.840758,0.804525,3.13e-06,176.3
47,0.503561,0.464708,0.636992,0.674083,0.650822,0.699069,0.854791,0.811329,3.13e-06,177.6
48,0.503586,0.470112,0.631839,0.671870,0.636104,0.711898,0.842328,0.805925,3.13e-06,181.6
49,0.502059,0.484626,0.614149,0.647468,0.626518,0.669868,0.845398,0.796407,3.13e-06,189.0
50,0.502724,0.483772,0.617775,0.655592,0.621761,0.693319,0.836708,0.796688,3.13e-06,195.7
51,0.503522,0.470538,0.630570,0.670231,0.635265,0.709272,0.842339,0.805200,3.13e-06,178.2
52,0.501143,0.471593,0.629622,0.670972,0.630047,0.717584,0.836869,0.803577,1.56e-06,178.8
53,0.502046,0.477268,0.623609,0.661238,0.630390,0.695261,0.842177,0.801172,1.56e-06,179.9
54,0.502880,0.468001,0.631177,0.669480,0.639415,0.702514,0.846620,0.806400,1.56e-06,180.2
55,0.501563,0.467696,0.632904,0.670435,0.643809,0.699360,0.850198,0.808099,1.56e-06,178.3
56,0.501880,0.473224,0.628527,0.666376,0.636806,0.698828,0.845691,0.804701,1.56e-06,185.0
57,0.500572,0.471037,0.632969,0.672177,0.639658,0.708180,0.845546,0.807207,1.56e-06,187.9
58,0.502550,0.465687,0.635545,0.673935,0.645312,0.705217,0.849932,0.809542,7.81e-07,187.8
59,0.501510,0.468760,0.632996,0.670285,0.644563,0.698148,0.850949,0.808302,7.81e-07,183.0
60,0.501590,0.478161,0.622410,0.659446,0.630065,0.691701,0.842766,0.800603,7.81e-07,178.5
61,0.501451,0.466926,0.633727,0.672538,0.641700,0.706491,0.847275,0.807982,7.81e-07,177.6
62,0.500685,0.470592,0.631218,0.669333,0.639942,0.701555,0.847179,0.806535,7.81e-07,190.2
63,0.501481,0.475518,0.628233,0.675524,0.615708,0.748214,0.819199,0.799387,7.81e-07,204.2
64,0.500883,0.471415,0.632240,0.670324,0.641459,0.701910,0.848106,0.807302,3.91e-07,182.1
65,0.500554,0.475115,0.628045,0.665284,0.637619,0.695461,0.846973,0.804686,3.91e-07,181.0
66,0.500118,0.473957,0.628969,0.666026,0.639390,0.694980,0.848248,0.805471,3.91e-07,183.6
67,0.501139,0.476212,0.626421,0.663823,0.634910,0.695496,0.845164,0.803392,3.91e-07,177.9
68,0.500738,0.476791,0.625980,0.662080,0.637451,0.688690,0.848353,0.803791,3.91e-07,170.7
69,0.500278,0.472201,0.631401,0.670085,0.638784,0.704611,0.845741,0.806351,3.91e-07,169.1
70,0.499478,0.474291,0.628339,0.664879,0.639778,0.692031,0.849146,0.805295,1.95e-07,167.1
71,0.499743,0.474525,0.627465,0.663153,0.640652,0.687293,0.850746,0.805126,1.95e-07,168.5
72,0.499406,0.475483,0.627070,0.665786,0.632689,0.702538,0.842093,0.803143,1.95e-07,170.8
73,0.499583,0.476930,0.625128,0.664511,0.628474,0.704933,0.838661,0.801337,1.95e-07,171.2
74,0.499470,0.475525,0.627499,0.664220,0.638114,0.692555,0.847939,0.804571,1.95e-07,168.4
75,0.500557,0.476527,0.624961,0.662483,0.632553,0.695387,0.843608,0.802239,1.95e-07,173.2
76,0.500367,0.475479,0.627384,0.665978,0.633416,0.702071,0.842690,0.803443,9.77e-08,174.2
77,0.501233,0.472951,0.629894,0.667869,0.638425,0.700162,0.846476,0.805639,9.77e-08,169.3
78,0.501547,0.478318,0.623957,0.662968,0.627708,0.702426,0.838707,0.800671,9.77e-08,168.9
79,0.500153,0.473188,0.630241,0.666711,0.642710,0.692575,0.850940,0.806740,9.77e-08,169.4
80,0.501842,0.474522,0.630782,0.674727,0.625760,0.732009,0.830509,0.803017,9.77e-08,172.8
81,0.500273,0.479085,0.624010,0.661736,0.630727,0.695953,0.842248,0.801417,9.77e-08,171.6
82,0.501074,0.477127,0.625414,0.663960,0.630791,0.700811,0.841191,0.802010,4.88e-08,179.7
83,0.501513,0.472059,0.631415,0.668747,0.642195,0.697589,0.849524,0.807118,4.88e-08,179.2
84,0.499283,0.475163,0.627590,0.664640,0.637434,0.694272,0.847113,0.804455,4.88e-08,180.2
85,0.500712,0.473050,0.630898,0.668186,0.641570,0.697106,0.849219,0.806764,4.88e-08,177.2
86,0.500620,0.476022,0.627046,0.664550,0.635548,0.696326,0.845406,0.803797,4.88e-08,178.1
87,0.499892,0.473777,0.629467,0.668140,0.636124,0.703551,0.844189,0.804937,4.88e-08,183.7
88,0.499078,0.476138,0.627148,0.666542,0.631214,0.706059,0.840292,0.802827,2.44e-08,181.0
89,0.500817,0.475107,0.627656,0.666953,0.632137,0.705829,0.840976,0.803256,2.44e-08,187.2
90,0.500194,0.476185,0.626338,0.665339,0.631010,0.703619,0.840704,0.802443,2.44e-08,188.3
91,0.499373,0.476851,0.625639,0.664699,0.629914,0.703552,0.839968,0.801894,2.44e-08,188.2
92,0.500464,0.472829,0.629904,0.668226,0.637589,0.701956,0.845524,0.805454,2.44e-08,189.3
93,0.500626,0.473749,0.629009,0.668678,0.633116,0.708475,0.841050,0.804048,2.44e-08,186.2
94,0.499447,0.475403,0.628228,0.663153,0.643743,0.683771,0.853496,0.806125,1.22e-08,187.8
95,0.500522,0.475278,0.627611,0.665286,0.635938,0.697474,0.845411,0.804122,1.22e-08,185.8
96,0.499164,0.473689,0.629491,0.667400,0.638023,0.699613,0.846329,0.805380,1.22e-08,182.1
97,0.500275,0.475353,0.627980,0.666695,0.633957,0.703000,0.842849,0.803817,1.22e-08,180.5
98,0.499971,0.473960,0.629163,0.667226,0.637180,0.700247,0.845628,0.805052,1.22e-08,180.6
99,0.498672,0.472728,0.630080,0.668264,0.638172,0.701335,0.846050,0.805660,1.22e-08,181.5
100,0.501731,0.471519,0.631469,0.669202,0.641256,0.699696,0.848452,0.806934,1.22e-08,180.6
